samples,feature,material,env.package,metagenome_taxonomy,sample_name,project_name,investigation_type,sequence_type,continent,country,latitude,longitude,raw_biome,project_id,life_style,habitat,biosphere,ecosystem,PI_lastname,seq_meth
mgm4716255,human-associated habitat,feces,human-gut,NA,17_S17_L001_R1_001.fastq,Whole genome sequences from twin sample,metagenome,WGS,europe,Norway,59.666516,10.768044,organic matter fall,mgp19802,host-associated,human_feces,terrestrial,human_host-associated,rudi,illumina
mgm4716256,human-associated habitat,feces,human-gut,NA,25_S25_L001_R1_001.fastq,Whole genome sequences from twin sample,metagenome,WGS,europe,Norway,59.666516,10.768044,organic matter fall,mgp19802,host-associated,human_feces,terrestrial,human_host-associated,rudi,illumina
mgm4716257,human-associated habitat,feces,human-gut,NA,23_S23_L001_R1_001.fastq,Whole genome sequences from twin sample,metagenome,WGS,europe,Norway,59.666516,10.768044,organic matter fall,mgp19802,host-associated,human_feces,terrestrial,human_host-associated,rudi,illumina
mgm4716258,human-associated habitat,feces,human-gut,NA,11_S11_L001_R1_001.fastq,Whole genome sequences from twin sample,metagenome,WGS,europe,Norway,59.666516,10.768044,organic matter fall,mgp19802,host-associated,human_feces,terrestrial,human_host-associated,rudi,illumina
mgm4716259,human-associated habitat,feces,human-gut,NA,21_S21_L001_R1_001.fastq,Whole genome sequences from twin sample,metagenome,WGS,europe,Norway,59.666516,10.768044,organic matter fall,mgp19802,host-associated,human_feces,terrestrial,human_host-associated,rudi,illumina
mgm4716260,human-associated habitat,feces,human-gut,NA,1_S1_L001_R1_001.fastq,Whole genome sequences from twin sample,metagenome,WGS,europe,Norway,59.666516,10.768044,organic matter fall,mgp19802,host-associated,human_feces,terrestrial,human_host-associated,rudi,illumina
mgm4716261,human-associated habitat,feces,human-gut,NA,19_S19_L001_R1_001.fastq,Whole genome sequences from twin sample,metagenome,WGS,europe,Norway,59.666516,10.768044,organic matter fall,mgp19802,host-associated,human_feces,terrestrial,human_host-associated,rudi,illumina
mgm4716262,human-associated habitat,feces,human-gut,NA,13_S13_L001_R1_001.fastq,Whole genome sequences from twin sample,metagenome,WGS,europe,Norway,59.666516,10.768044,organic matter fall,mgp19802,host-associated,human_feces,terrestrial,human_host-associated,rudi,illumina
mgm4716263,human-associated habitat,feces,human-gut,NA,26_S26_L001_R1_001.fastq,Whole genome sequences from twin sample,metagenome,WGS,europe,Norway,59.666516,10.768044,organic matter fall,mgp19802,host-associated,human_feces,terrestrial,human_host-associated,rudi,illumina
mgm4716264,human-associated habitat,feces,human-gut,NA,5_S5_L001_R1_001.fastq,Whole genome sequences from twin sample,metagenome,WGS,europe,Norway,59.666516,10.768044,organic matter fall,mgp19802,host-associated,human_feces,terrestrial,human_host-associated,rudi,illumina
mgm4716265,human-associated habitat,feces,human-gut,NA,16_S16_L001_R1_001.fastq,Whole genome sequences from twin sample,metagenome,WGS,europe,Norway,59.666516,10.768044,organic matter fall,mgp19802,host-associated,human_feces,terrestrial,human_host-associated,rudi,illumina
mgm4716266,human-associated habitat,feces,human-gut,NA,4_S4_L001_R1_001.fastq,Whole genome sequences from twin sample,metagenome,WGS,europe,Norway,59.666516,10.768044,organic matter fall,mgp19802,host-associated,human_feces,terrestrial,human_host-associated,rudi,illumina
mgm4716267,human-associated habitat,feces,human-gut,NA,20_S20_L001_R1_001.fastq,Whole genome sequences from twin sample,metagenome,WGS,europe,Norway,59.666516,10.768044,organic matter fall,mgp19802,host-associated,human_feces,terrestrial,human_host-associated,rudi,illumina
mgm4716268,human-associated habitat,feces,human-gut,NA,12_S12_L001_R1_001.fastq,Whole genome sequences from twin sample,metagenome,WGS,europe,Norway,59.666516,10.768044,organic matter fall,mgp19802,host-associated,human_feces,terrestrial,human_host-associated,rudi,illumina
mgm4716269,human-associated habitat,feces,human-gut,NA,15_S15_L001_R1_001.fastq,Whole genome sequences from twin sample,metagenome,WGS,europe,Norway,59.666516,10.768044,organic matter fall,mgp19802,host-associated,human_feces,terrestrial,human_host-associated,rudi,illumina
mgm4716270,human-associated habitat,feces,human-gut,NA,8_S8_L001_R1_001.fastq,Whole genome sequences from twin sample,metagenome,WGS,europe,Norway,59.666516,10.768044,organic matter fall,mgp19802,host-associated,human_feces,terrestrial,human_host-associated,rudi,illumina
mgm4716272,human-associated habitat,feces,human-gut,NA,6_S6_L001_R1_001.fastq,Whole genome sequences from twin sample,metagenome,WGS,europe,Norway,59.666516,10.768044,organic matter fall,mgp19802,host-associated,human_feces,terrestrial,human_host-associated,rudi,illumina
