"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","biosphere","ecosystem"
"mgm4440055","animal-associated habitat","bodily fluid","host-associated","fish gut","FishHealGutKentSTMic20060504","Aquacultured Fish (Kent State)","metagenome","WGS","north america","United States of America",33.537594,-116.097751,"Small lake biome","mgp21","host-associated","bodily_fluid","terrestrial","animal_host-associated"
"mgm4440056","animal-associated habitat","bodily fluid","host-associated","fish gut","FishMorGutKentSTMic20060504","Aquacultured Fish (Kent State)","metagenome","WGS","north america","United States of America",33.537594,-116.097751,"Small lake biome","mgp21","host-associated","bodily_fluid","terrestrial","animal_host-associated"
"mgm4440059","animal-associated habitat","bodily fluid","host-associated","fish gut","FishHealSlimKentSTMic20060504","Aquacultured Fish (Kent State)","metagenome","WGS","north america","United States of America",33.537594,-116.097751,"Small lake biome","mgp21","host-associated","bodily_fluid","terrestrial","animal_host-associated"
"mgm4440064","animal-associated habitat","bodily fluid","host-associated","fish gut","FishMorSlimKentSTVir20060504","Aquacultured Fish (Kent State)","metagenome","WGS","north america","United States of America",33.537594,-116.097751,"Small lake biome","mgp21","host-associated","bodily_fluid","terrestrial","animal_host-associated"
"mgm4440065","animal-associated habitat","bodily fluid","host-associated","fish gut","FishHealSlimKentSTVir20060504","Aquacultured Fish (Kent State)","metagenome","WGS","north america","United States of America",33.537594,-116.097751,"Small lake biome","mgp21","host-associated","bodily_fluid","terrestrial","animal_host-associated"
"mgm4440066","animal-associated habitat","bodily fluid","host-associated","fish gut","FishMorSlimKentSTMic20060504","Aquacultured Fish (Kent State)","metagenome","WGS","north america","United States of America",33.537594,-116.097751,"Small lake biome","mgp21","host-associated","bodily_fluid","terrestrial","animal_host-associated"
"mgm4441695","animal-associated habitat","bodily fluid","host-associated","fish gut","Fish -- Healthy gut bacteria","Aquacultured Fish (Kent State)","metagenome","WGS","north america","United States of America",33.537594,-116.097751,"Small lake biome","mgp21","host-associated","bodily_fluid","terrestrial","animal_host-associated"
"mgm4441696","animal-associated habitat","bodily fluid","host-associated","fish gut","Fish -- Morbid gut bacteria","Aquacultured Fish (Kent State)","metagenome","WGS","north america","United States of America",33.537594,-116.097751,"Small lake biome","mgp21","host-associated","bodily_fluid","terrestrial","animal_host-associated"
"mgm4470906","asphalt lake","contaminated water","miscellaneous",NA,"Tar-D 454 QC Reads","Hydrocarbon Metagenomics Project","metagenome","WGS","south america","Trinidad and Tobago",10.239333,-61.604991,"Small lake biome","mgp2360","free-living","contaminated_water","freshwater","freshwater"
"mgm4491635","lake","water","miscellaneous",NA,"Hydra oligactis - Non-Stressed","Hydra DNA Virome","metagenome","WGS",NA,"Germany",54.3333,10.3333,"Small lake biome","mgp11108","free-living","lake","freshwater","freshwater"
