"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","biosphere","ecosystem"
"mgm4575355","environmental zone","liquid environmental material","water",NA,"allcombinedPAB2","Pantanal","metagenome","WGS",NA,"Brazil",-19.4484441078,-56.1314324793,"alkaline environment","mgp10309","free-living","alkaline_environment","freshwater","freshwater"
"mgm4575356","environmental zone","liquid environmental material","water",NA,"allcombinedPAB3","Pantanal","metagenome","WGS",NA,"Brazil",-19.4484441078,-56.1314324793,"alkaline environment","mgp10309","free-living","alkaline_environment","freshwater","freshwater"
"mgm4575357","environmental zone","liquid environmental material","water",NA,"allcombinedPAS1","Pantanal","metagenome","WGS",NA,"Brazil",-19.4484441078,-56.1314324793,"alkaline environment","mgp10309","free-living","alkaline_environment","freshwater","freshwater"
"mgm4575358","environmental zone","liquid environmental material","water",NA,"allcombinedPAS2","Pantanal","metagenome","WGS",NA,"Brazil",-19.4484441078,-56.1314324793,"alkaline environment","mgp10309","free-living","alkaline_environment","freshwater","freshwater"
"mgm4575359","environmental zone","liquid environmental material","water",NA,"allcombinedPAS3","Pantanal","metagenome","WGS",NA,"Brazil",-19.4484441078,-56.1314324793,"alkaline environment","mgp10309","free-living","alkaline_environment","freshwater","freshwater"
"mgm4575360","environmental zone","liquid environmental material","water",NA,"allcombinedPMB1","Pantanal","metagenome","WGS",NA,"Brazil",-19.4484441078,-56.1314324793,"alkaline environment","mgp10309","free-living","alkaline_environment","freshwater","freshwater"
"mgm4575361","environmental zone","liquid environmental material","water",NA,"allcombinedPMB2","Pantanal","metagenome","WGS",NA,"Brazil",-19.4484441078,-56.1314324793,"alkaline environment","mgp10309","free-living","alkaline_environment","freshwater","freshwater"
"mgm4575362","environmental zone","liquid environmental material","water",NA,"allcombinedPMB3","Pantanal","metagenome","WGS",NA,"Brazil",-19.4484441078,-56.1314324793,"alkaline environment","mgp10309","free-living","alkaline_environment","freshwater","freshwater"
"mgm4575363","environmental zone","liquid environmental material","water",NA,"allcombinedPMS1","Pantanal","metagenome","WGS",NA,"Brazil",-19.4484441078,-56.1314324793,"alkaline environment","mgp10309","free-living","alkaline_environment","freshwater","freshwater"
"mgm4575364","environmental zone","liquid environmental material","water",NA,"allcombinedPMS2","Pantanal","metagenome","WGS",NA,"Brazil",-19.4484441078,-56.1314324793,"alkaline environment","mgp10309","free-living","alkaline_environment","freshwater","freshwater"
"mgm4575365","environmental zone","liquid environmental material","water",NA,"allcombinedPMS3","Pantanal","metagenome","WGS",NA,"Brazil",-19.4484441078,-56.1314324793,"alkaline environment","mgp10309","free-living","alkaline_environment","freshwater","freshwater"
"mgm4575366","environmental zone","liquid environmental material","water",NA,"allcombinedVAB1","Pantanal","metagenome","WGS",NA,"Brazil",-19.4698327001,-56.055599593,"alkaline environment","mgp10309","free-living","alkaline_environment","freshwater","freshwater"
"mgm4575367","environmental zone","liquid environmental material","water",NA,"allcombinedVAB2","Pantanal","metagenome","WGS",NA,"Brazil",-19.4698327001,-56.055599593,"alkaline environment","mgp10309","free-living","alkaline_environment","freshwater","freshwater"
"mgm4575368","environmental zone","liquid environmental material","water",NA,"allcombinedVAB3","Pantanal","metagenome","WGS",NA,"Brazil",-19.4698327001,-56.055599593,"alkaline environment","mgp10309","free-living","alkaline_environment","freshwater","freshwater"
"mgm4575369","environmental zone","liquid environmental material","water",NA,"allcombinedVAS1","Pantanal","metagenome","WGS",NA,"Brazil",-19.4698327001,-56.055599593,"alkaline environment","mgp10309","free-living","alkaline_environment","freshwater","freshwater"
"mgm4575370","environmental zone","liquid environmental material","water",NA,"allcombinedVAS2","Pantanal","metagenome","WGS",NA,"Brazil",-19.4698327001,-56.055599593,"alkaline environment","mgp10309","free-living","alkaline_environment","freshwater","freshwater"
"mgm4575371","environmental zone","liquid environmental material","water",NA,"allcombinedVAS3","Pantanal","metagenome","WGS",NA,"Brazil",-19.4698327001,-56.055599593,"alkaline environment","mgp10309","free-living","alkaline_environment","freshwater","freshwater"
"mgm4575372","environmental zone","liquid environmental material","water",NA,"allcombinedVMB1","Pantanal","metagenome","WGS",NA,"Brazil",-19.4698327001,-56.055599593,"alkaline environment","mgp10309","free-living","alkaline_environment","freshwater","freshwater"
"mgm4575373","environmental zone","liquid environmental material","water",NA,"allcombinedVMB2","Pantanal","metagenome","WGS",NA,"Brazil",-19.4698327001,-56.055599593,"alkaline environment","mgp10309","free-living","alkaline_environment","freshwater","freshwater"
"mgm4575374","environmental zone","liquid environmental material","water",NA,"allcombinedVMB3","Pantanal","metagenome","WGS",NA,"Brazil",-19.4698327001,-56.055599593,"alkaline environment","mgp10309","free-living","alkaline_environment","freshwater","freshwater"
"mgm4575375","environmental zone","liquid environmental material","water",NA,"allcombinedVMS1","Pantanal","metagenome","WGS",NA,"Brazil",-19.4698327001,-56.055599593,"alkaline environment","mgp10309","free-living","alkaline_environment","freshwater","freshwater"
"mgm4575376","environmental zone","liquid environmental material","water",NA,"allcombinedVMS2","Pantanal","metagenome","WGS",NA,"Brazil",-19.4698327001,-56.055599593,"alkaline environment","mgp10309","free-living","alkaline_environment","freshwater","freshwater"
"mgm4575377","environmental zone","liquid environmental material","water",NA,"allcombinedVMS3","Pantanal","metagenome","WGS",NA,"Brazil",-19.4698327001,-56.055599593,"alkaline environment","mgp10309","free-living","alkaline_environment","freshwater","freshwater"
