"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","project_id"
"mgm4440036","marine habitat","marine habitat","marine habitat","water","marine","KingLIVir20050821","Northern Line Islands","metagenome","WGS","na","United States of America",6.3856,-162.334722,"mgp40"
"mgm4440037","marine habitat","marine habitat","marine habitat","water","marine","KingLIMic20050821","Northern Line Islands","metagenome","WGS","na","United States of America",6.3856,-162.334722,"mgp40"
"mgm4440038","marine habitat","marine habitat","marine habitat","water","marine","XmasLIVir20050805","Northern Line Islands","metagenome","WGS","na","United States of America",1.99231667,-157.4840667,"mgp40"
"mgm4440039","marine habitat","marine habitat","marine habitat","water","marine","PalmLIMic20050818","Northern Line Islands","metagenome","WGS","na","United States of America",5.866944,-162.1278,"mgp40"
"mgm4440040","marine habitat","marine habitat","marine habitat","water","marine","PalmLIVir20050818","Northern Line Islands","metagenome","WGS","na","United States of America",5.866944,-162.1278,"mgp40"
"mgm4440041","marine habitat","marine habitat","marine habitat","water","marine","XmasLIMic20050805","Northern Line Islands","metagenome","WGS","na","United States of America",1.99231667,-157.4840667,"mgp40"
"mgm4440212","marine habitat","marine habitat","marine habitat","water",NA,"Bag1_13thMay_DNA","cDNA - Plymouth Marine Lab Coastal Waters project","metagenome","WGS","europe","Norway",60.27,5.22,"mgp52"
"mgm4440213","marine habitat","marine habitat","marine habitat","water",NA,"Bag6_May13th_DNA","cDNA - Plymouth Marine Lab Coastal Waters project","metagenome","WGS","europe","Norway",60.27,5.22,"mgp52"
"mgm4440275","marine habitat","marine habitat","marine habitat","water",NA,"1-19-DNA-flx","cDNA - Plymouth Marine Lab Coastal Waters project","metagenome","WGS","europe","Norway",60.27,64.47,"mgp52"
"mgm4440276","marine habitat","marine habitat","marine habitat","water",NA,"6-19-DNA-flx","cDNA - Plymouth Marine Lab Coastal Waters project","metagenome","WGS","europe","Norway",60.27,-5.22,"mgp52"
"mgm4441570","marine habitat","marine habitat","marine habitat","water",NA,"GS000a Shotgun - Open Ocean - Sargasso Sea - Sargasso Station 11 - Bermuda","Global Ocean Sampling Expedition","metagenome","WGS","na","Bermuda",31.175,-64.324,"mgp27"
"mgm4441571","marine habitat","marine habitat","marine habitat","water",NA,"GS000a Shotgun - Open Ocean - Sargasso Sea - Sargasso Station 13 - Bermuda","Global Ocean Sampling Expedition","metagenome","WGS","na","Bermuda",31.175,-64.324,"mgp27"
"mgm4441573","marine habitat","marine habitat","marine habitat","water",NA,"GS000b Shotgun - Open Ocean - Sargasso Sea - Sargasso Station 13 - Bermuda","Global Ocean Sampling Expedition","metagenome","WGS","na","Bermuda",31.175,-64.324,"mgp27"
"mgm4441574","marine habitat","marine habitat","marine habitat","water",NA,"GS000c Shotgun - Open Ocean - Sargasso Sea - Sargasso Stations 3 - Bermuda","Global Ocean Sampling Expedition","metagenome","WGS","na","Bermuda",32.1748,-64.01017,"mgp27"
"mgm4441621","marine habitat","marine habitat","marine habitat","water",NA,"Arctic Canada","Ocean Viruses","metagenome","WGS","na",NA,70.6933,-136.4233,"mgp7"
"mgm4441622","marine habitat","marine habitat","marine habitat","water",NA,"Arctic Chukchi","Ocean Viruses","metagenome","WGS","na",NA,73.16167,159.44667,"mgp7"
"mgm4441623","marine habitat","marine habitat","marine habitat","water",NA,"Bay of British Columbia","Ocean Viruses","metagenome","WGS","na",NA,49.705,124.351667,"mgp7"
"mgm4441624","marine habitat","marine habitat","marine habitat","water",NA,"Sargasso Sea","Ocean Viruses","metagenome","WGS","na",NA,32.1667,-64.5,"mgp7"
"mgm4441627","marine habitat","marine habitat","marine habitat","water",NA,"Gulf of Mexico - Western","Ocean Viruses","metagenome","WGS","na",NA,26.205,-93.94167,"mgp7"
"mgm4443702","marine habitat","marine habitat","marine habitat","water",NA,"SRS000294","Marine Metagenome from Coastal Waters project at Plymouth Marine","metagenome","WGS","europe","Norway",60.27,5.22,"mgp18"
"mgm4443703","marine habitat","marine habitat","marine habitat","water",NA,"SRS000295","Marine Metagenome from Coastal Waters project at Plymouth Marine","metagenome","WGS","europe","Norway",60.27,5.22,"mgp18"
"mgm4443704","marine habitat","marine habitat","marine habitat","water",NA,"SRS000296","Marine Metagenome from Coastal Waters project at Plymouth Marine","metagenome","WGS","europe","Norway",60.27,64.47,"mgp18"
"mgm4443705","marine habitat","marine habitat","marine habitat","water",NA,"SRS000297","Marine Metagenome from Coastal Waters project at Plymouth Marine","metagenome","WGS","europe","Norway",60.27,-5.22,"mgp18"
"mgm4443706","marine habitat","marine habitat","marine habitat","water",NA,"SRS000299","Marine Metagenome from Coastal Waters project at Plymouth Marine","metagenome","WGS","europe","Norway",60.27,5.22,"mgp18"
"mgm4443707","marine habitat","marine habitat","marine habitat","water",NA,"SRS000298","Marine Metagenome from Coastal Waters project at Plymouth Marine","metagenome","WGS","europe","Norway",60.27,5.22,"mgp18"
"mgm4443708","marine habitat","marine habitat","marine habitat","water",NA,"SRS000300","Marine Metagenome from Coastal Waters project at Plymouth Marine","metagenome","WGS","europe","Norway",60.27,5.22,"mgp18"
"mgm4443709","marine habitat","marine habitat","marine habitat","water",NA,"SRS000301","Marine Metagenome from Coastal Waters project at Plymouth Marine","metagenome","WGS","north_america","Norway",60.27,5.22,"mgp18"
"mgm4443733","marine habitat","marine habitat","marine habitat","water",NA,"S_20154","Surface Water Marine Microbial Community Gene Expression","metagenome","WGS","na","United States of America",12.2836,-56.118,"mgp48"
"mgm4443734","marine habitat","marine habitat","marine habitat","water",NA,"S_20162","Surface Water Marine Microbial Community Gene Expression","metagenome","WGS","na","United States of America",15.03833,-31.9567,"mgp48"
"mgm4443765","marine habitat","marine habitat","marine habitat","water",NA,"SRS000536_1","Marine Synechococcus Metagenome","metagenome","WGS","north_america","United States of America",32.8664,-117.2522,"mgp35"
