"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","project_id"
"mgm4477803","Deserts and xeric shrubland biome","slope","bulk soil","soil",NA,"EB026_read1","cross-site soil metagen","metagenome","WGS",NA,"USA",-77.725,162.311,"mgp2997"
"mgm4477805","Deserts and xeric shrubland biome","slope","bulk soil","soil",NA,"MD3_r1","cross-site soil metagen","metagenome","WGS",NA,"USA",34.9,-115.65,"mgp2997"
"mgm4477872","Deserts and xeric shrubland biome","slope","bulk soil","soil",NA,"SF2_r1","cross-site soil metagen","metagenome","WGS",NA,"USA",35.383,-105.933,"mgp2997"
"mgm4477873","Deserts and xeric shrubland biome","slope","bulk soil","soil",NA,"SV1_r1","cross-site soil metagen","metagenome","WGS",NA,"USA",34.333,-106.733,"mgp2997"
"mgm4477900","Deserts and xeric shrubland biome","slope","bulk soil","soil",NA,"EB017_r1","cross-site soil metagen","metagenome","WGS",NA,"USA",-78.03,163.873283333333,"mgp2997"
"mgm4477901","Deserts and xeric shrubland biome","slope","bulk soil","soil",NA,"EB019_r1","cross-site soil metagen","metagenome","WGS",NA,"USA",-77.725,162.313,"mgp2997"
"mgm4477902","Deserts and xeric shrubland biome","slope","bulk soil","soil",NA,"EB020_r1","cross-site soil metagen","metagenome","WGS",NA,"USA",-77.608,163.249,"mgp2997"
"mgm4477903","Deserts and xeric shrubland biome","slope","bulk soil","soil",NA,"EB021_r1","cross-site soil metagen","metagenome","WGS",NA,"USA",-77.6375,162.887,"mgp2997"
"mgm4477904","Deserts and xeric shrubland biome","slope","bulk soil","soil",NA,"EB024_r1","cross-site soil metagen","metagenome","WGS",NA,"USA",-77.527,161.702,"mgp2997"
"mgm4482714","Deserts and xeric shrubland biome","organic feature","chyme","host-associated",NA,"lepida_foregut_563_creosote_ALL","Woodrat_foregut_metagenome_creosote","metagenome","WGS",NA,"USA",40.76078,-111.89105,"mgp9847"
