"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","project_id"
"mgm4715466","marine mud","harbor","feces","host-associated",NA,"TPK10_2CM","Chicken Gut Microbiome Tamilnadu India","metagenome","WGS",NA,"India",13.1504,80.2414,"mgp19727"
"mgm4715467","marine mud","harbor","feces","host-associated",NA,"TPC10_4CM","Chicken Gut Microbiome Tamilnadu India","metagenome","WGS",NA,"India",13.1504,80.2414,"mgp19727"
"mgm4715468","marine mud","harbor","feces","host-associated",NA,"TPK10_5CM","Chicken Gut Microbiome Tamilnadu India","metagenome","WGS",NA,"India",13.1504,80.2414,"mgp19727"
"mgm4715469","marine mud","harbor","feces","host-associated",NA,"TPA10_1CM","Chicken Gut Microbiome Tamilnadu India","metagenome","WGS",NA,"India",13.1504,80.2414,"mgp19727"
"mgm4715470","marine mud","harbor","feces","host-associated",NA,"TPK10_1CM","Chicken Gut Microbiome Tamilnadu India","metagenome","WGS",NA,"India",13.1504,80.2414,"mgp19727"
"mgm4715471","marine mud","harbor","feces","host-associated",NA,"TPC10_2CM","Chicken Gut Microbiome Tamilnadu India","metagenome","WGS",NA,"India",13.1504,80.2414,"mgp19727"
"mgm4715472","marine mud","harbor","feces","host-associated",NA,"TPK10_3CM","Chicken Gut Microbiome Tamilnadu India","metagenome","WGS",NA,"India",13.1504,80.2414,"mgp19727"
"mgm4715473","marine mud","harbor","feces","host-associated",NA,"TPA10_5CM","Chicken Gut Microbiome Tamilnadu India","metagenome","WGS",NA,"India",13.1504,80.2414,"mgp19727"
"mgm4715474","marine mud","harbor","feces","host-associated",NA,"TPC10_3CM","Chicken Gut Microbiome Tamilnadu India","metagenome","WGS",NA,"India",13.1504,80.2414,"mgp19727"
"mgm4715475","marine mud","harbor","feces","host-associated",NA,"TPC10_5CM","Chicken Gut Microbiome Tamilnadu India","metagenome","WGS",NA,"India",13.1504,80.2414,"mgp19727"
"mgm4715476","marine mud","harbor","feces","host-associated",NA,"TPA10_2CM","Chicken Gut Microbiome Tamilnadu India","metagenome","WGS",NA,"India",13.1504,80.2414,"mgp19727"
"mgm4715477","marine mud","harbor","feces","host-associated",NA,"TPA10_3CM","Chicken Gut Microbiome Tamilnadu India","metagenome","WGS",NA,"India",13.1504,80.2414,"mgp19727"
"mgm4715478","marine mud","harbor","feces","host-associated",NA,"TPA10_4CM","Chicken Gut Microbiome Tamilnadu India","metagenome","WGS",NA,"India",13.1504,80.2414,"mgp19727"
"mgm4715479","marine mud","harbor","feces","host-associated",NA,"TPC10_1CM","Chicken Gut Microbiome Tamilnadu India","metagenome","WGS",NA,"India",13.1504,80.2414,"mgp19727"
"mgm4715480","marine mud","harbor","feces","host-associated",NA,"TPK10_4CM","Chicken Gut Microbiome Tamilnadu India","metagenome","WGS",NA,"India",13.1504,80.2414,"mgp19727"
