"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","biosphere","ecosystem"
"mgm4577673","gut-associated lymphoid tissue","feces","human-gut",NA,"IC20_paired","TWINS_CFS_study","metagenome","WGS",NA,"USA",40.7128,-74.0059,"homo","mgp10451","host-associated","human_feces","terrestrial","human_host-associated"
"mgm4665881","oral epithelium","saliva","human-oral",NA,"cat057B","NARCH_Periodontal","metagenome","WGS",NA,"USA",32.7747,-117.0694,"homo","mgp15104","host-associated","saliva","terrestrial","human_host-associated"
"mgm4665882","oral epithelium","saliva","human-oral",NA,"cat057A","NARCH_Periodontal","metagenome","WGS",NA,"USA",32.7747,-117.0694,"homo","mgp15104","host-associated","saliva","terrestrial","human_host-associated"
"mgm4665883","oral epithelium","saliva","human-oral",NA,"cat033B","NARCH_Periodontal","metagenome","WGS",NA,"USA",32.7747,-117.0694,"homo","mgp15104","host-associated","saliva","terrestrial","human_host-associated"
"mgm4665884","oral epithelium","saliva","human-oral",NA,"cat068A","NARCH_Periodontal","metagenome","WGS",NA,"USA",32.7747,-117.0694,"homo","mgp15104","host-associated","saliva","terrestrial","human_host-associated"
"mgm4665885","oral epithelium","saliva","human-oral",NA,"cat052A","NARCH_Periodontal","metagenome","WGS",NA,"USA",32.7747,-117.0694,"homo","mgp15104","host-associated","saliva","terrestrial","human_host-associated"
"mgm4665886","oral epithelium","saliva","human-oral",NA,"cat049B","NARCH_Periodontal","metagenome","WGS",NA,"USA",32.7747,-117.0694,"homo","mgp15104","host-associated","saliva","terrestrial","human_host-associated"
"mgm4665887","oral epithelium","saliva","human-oral",NA,"cat49A","NARCH_Periodontal","metagenome","WGS",NA,"USA",32.7747,-117.0694,"homo","mgp15104","host-associated","saliva","terrestrial","human_host-associated"
"mgm4665888","oral epithelium","saliva","human-oral",NA,"cat038B","NARCH_Periodontal","metagenome","WGS",NA,"USA",32.7747,-117.0694,"homo","mgp15104","host-associated","saliva","terrestrial","human_host-associated"
"mgm4665889","oral epithelium","saliva","human-oral",NA,"cat052B","NARCH_Periodontal","metagenome","WGS",NA,"USA",32.7747,-117.0694,"homo","mgp15104","host-associated","saliva","terrestrial","human_host-associated"
"mgm4665890","oral epithelium","saliva","human-oral",NA,"cat035A","NARCH_Periodontal","metagenome","WGS",NA,"USA",32.7747,-117.0694,"homo","mgp15104","host-associated","saliva","terrestrial","human_host-associated"
"mgm4665891","oral epithelium","saliva","human-oral",NA,"cat038A","NARCH_Periodontal","metagenome","WGS",NA,"USA",32.7747,-117.0694,"homo","mgp15104","host-associated","saliva","terrestrial","human_host-associated"
"mgm4665892","oral epithelium","saliva","human-oral",NA,"cat035B","NARCH_Periodontal","metagenome","WGS",NA,"USA",32.7747,-117.0694,"homo","mgp15104","host-associated","saliva","terrestrial","human_host-associated"
"mgm4666066","oral epithelium","saliva","human-oral",NA,"cat015B","NARCH_Periodontal","metagenome","WGS",NA,"USA",32.7747,-117.0694,"homo","mgp15104","host-associated","saliva","terrestrial","human_host-associated"
"mgm4666067","oral epithelium","saliva","human-oral",NA,"cat24A","NARCH_Periodontal","metagenome","WGS",NA,"USA",32.7747,-117.0694,"homo","mgp15104","host-associated","saliva","terrestrial","human_host-associated"
"mgm4666069","oral epithelium","saliva","human-oral",NA,"cat009B","NARCH_Periodontal","metagenome","WGS",NA,"USA",32.7747,-117.0694,"homo","mgp15104","host-associated","saliva","terrestrial","human_host-associated"
"mgm4666070","oral epithelium","saliva","human-oral",NA,"cat012B","NARCH_Periodontal","metagenome","WGS",NA,"USA",32.7747,-117.0694,"homo","mgp15104","host-associated","saliva","terrestrial","human_host-associated"
"mgm4667084","oral epithelium","saliva","human-oral",NA,"cat033A","NARCH_Periodontal","metagenome","WGS",NA,"USA",32.7747,-117.0694,"homo","mgp15104","host-associated","saliva","terrestrial","human_host-associated"
"mgm4667085","oral epithelium","saliva","human-oral",NA,"cat022B","NARCH_Periodontal","metagenome","WGS",NA,"USA",32.7747,-117.0694,"homo","mgp15104","host-associated","saliva","terrestrial","human_host-associated"
"mgm4667096","oral epithelium","saliva","human-oral",NA,"cat009A","NARCH_Periodontal","metagenome","WGS",NA,"USA",32.7747,-117.0694,"homo","mgp15104","host-associated","saliva","terrestrial","human_host-associated"
"mgm4667097","oral epithelium","saliva","human-oral",NA,"cat022A","NARCH_Periodontal","metagenome","WGS",NA,"USA",32.7747,-117.0694,"homo","mgp15104","host-associated","saliva","terrestrial","human_host-associated"
"mgm4667098","oral epithelium","saliva","human-oral",NA,"cat015A","NARCH_Periodontal","metagenome","WGS",NA,"USA",32.7747,-117.0694,"homo","mgp15104","host-associated","saliva","terrestrial","human_host-associated"
"mgm4696715","oral epithelium","saliva","human-oral",NA,"cat068B","NARCH_Periodontal","metagenome","WGS",NA,"USA",32.7747,-117.0694,"homo","mgp15104","host-associated","saliva","terrestrial","human_host-associated"
