"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","biosphere","ecosystem"
"mgm4440026","animal-associated habitat","animal-associated habitat","human-associated","human lung","CFLungPat001Rep1SDVir20060505","Human Lung Healthy vs Cystic Fibrosis Metagenome","metagenome","WGS","north_america","United States of America",32.8781,-117.1072,"animal-associated habitat","mgp31","host-associated","lung","terrestrial","human_host-associated"
"mgm4440051","animal-associated habitat","animal-associated habitat","human-associated","human lung","CFLungPat001Rep2SDVir20060505","Human Lung Healthy vs Cystic Fibrosis Metagenome","metagenome","WGS","north_america","United States of America",32.8781,-117.1072,"animal-associated habitat","mgp31","host-associated","lung","terrestrial","human_host-associated"
"mgm4440370","animal-associated habitat","animal-associated habitat","host-associated",NA,"DOCPorCompVirHaw200602","Stressed Coral Holobionts","metagenome","WGS","north_america","United States of America",21.434,-157.7878,"animal-associated habitat","mgp16","host-associated","coral","marine","animal_host-associated"
"mgm4440371","animal-associated habitat","animal-associated habitat","host-associated",NA,"pHPorCompHawVir200602","Stressed Coral Holobionts","metagenome","WGS","north_america","United States of America",21.434,-157.7878,"animal-associated habitat","mgp16","host-associated","coral","marine","animal_host-associated"
"mgm4440374","animal-associated habitat","animal-associated habitat","host-associated",NA,"ConPorCompHawVir200602","Stressed Coral Holobionts","metagenome","WGS","north_america","United States of America",21.434,-157.7878,"animal-associated habitat","mgp16","host-associated","coral","marine","animal_host-associated"
"mgm4440375","animal-associated habitat","animal-associated habitat","host-associated",NA,"TempPorCompHawVir200602","Stressed Coral Holobionts","metagenome","WGS","north_america","United States of America",21.434,-157.7878,"animal-associated habitat","mgp16","host-associated","coral","marine","animal_host-associated"
"mgm4440376","animal-associated habitat","animal-associated habitat","host-associated",NA,"T0PortComHawVir20060223","Stressed Coral Holobionts","metagenome","WGS","north_america","United States of America",21.434,-157.7878,"animal-associated habitat","mgp16","host-associated","coral","marine","animal_host-associated"
"mgm4440377","animal-associated habitat","animal-associated habitat","host-associated",NA,"NutPorCompHawVir200602","Stressed Coral Holobionts","metagenome","WGS","north_america","United States of America",21.434,-157.7878,"animal-associated habitat","mgp16","host-associated","coral","marine","animal_host-associated"
"mgm4440380","animal-associated habitat","animal-associated habitat","host-associated",NA,"T0PortComHawMic20060223","Stressed Coral Holobionts","metagenome","WGS","north_america","United States of America",21.434,-157.7878,"animal-associated habitat","mgp16","host-associated","coral","marine","animal_host-associated"
"mgm4440441","animal-associated habitat","animal-associated habitat","human-associated","human lung","CFLungPat001Rep3SDVir20060505","Human Lung Healthy vs Cystic Fibrosis Metagenome","metagenome","WGS","north_america","United States of America",32.8781,-117.1072,"animal-associated habitat","mgp31","host-associated","lung","terrestrial","human_host-associated"
