samples,feature,material,env.package,metagenome_taxonomy,sample_name,project_name,investigation_type,sequence_type,continent,country,latitude,longitude,raw_biome,project_id,life_style,habitat,biosphere,ecosystem
mgm4467420,wastewater treatment plant,waste water,wastewater|sludge,NA,Stanley AS DNA -2,Stanley WWTP activated sludge sample,metagenome,WGS,asia,Hong Kong,22.21,114.22,aquatic biome,mgp3718,free-living,sludge,freshwater,wastewater
mgm4487624,ocean,water,water,NA,GS7,Kueishantao metagenomes,metagenome,WGS,NA,China,24.3,121.95,aquatic biome,mgp2955,free-living,oceanic_seawater,marine,saline_water
mgm4487625,ocean,water,water,NA,GS4,Kueishantao metagenomes,metagenome,WGS,NA,China,24.3,121.95,aquatic biome,mgp2955,free-living,oceanic_seawater,marine,saline_water
mgm4490314,wastewater treatment plant,water,wastewater|sludge,NA,Merged_10_ST09-7.fasta,Full-scale activated sludge metagenomes of Shatin WWTP,metagenome,WGS,NA,Hong Kong,22.3964,114.1095,aquatic biome,mgp439,free-living,sludge,freshwater,wastewater
mgm4490316,wastewater treatment plant,water,wastewater|sludge,NA,Merged_10_ST08-1.fasta,Full-scale activated sludge metagenomes of Shatin WWTP,metagenome,WGS,NA,Hong Kong,22.3964,114.1095,aquatic biome,mgp439,free-living,sludge,freshwater,wastewater
mgm4491214,wastewater treatment plant,water,wastewater|sludge,NA,Merged_10_ST08-7.fasta,Full-scale activated sludge metagenomes of Shatin WWTP,metagenome,WGS,NA,Hong Kong,22.3964,114.1095,aquatic biome,mgp439,free-living,sludge,freshwater,wastewater
mgm4491220,wastewater treatment plant,water,wastewater|sludge,NA,Merged_10_ST09-1.fasta,Full-scale activated sludge metagenomes of Shatin WWTP,metagenome,WGS,NA,Hong Kong,22.3964,114.1095,aquatic biome,mgp439,free-living,sludge,freshwater,wastewater
mgm4491221,wastewater treatment plant,water,wastewater|sludge,NA,Merged_10_ST10-1.fasta,Full-scale activated sludge metagenomes of Shatin WWTP,metagenome,WGS,NA,Hong Kong,22.3964,114.1095,aquatic biome,mgp439,free-living,sludge,freshwater,wastewater
mgm4491222,wastewater treatment plant,water,wastewater|sludge,NA,Merged_10_ST10-7.fasta,Full-scale activated sludge metagenomes of Shatin WWTP,metagenome,WGS,NA,Hong Kong,22.3964,114.1095,aquatic biome,mgp439,free-living,sludge,freshwater,wastewater
mgm4491567,wastewater treatment plant,water,wastewater|sludge,NA,Merged_10_ST11-1,Full-scale activated sludge metagenomes of Shatin WWTP,metagenome,WGS,NA,Hong Kong,22.3964,114.1095,aquatic biome,mgp439,free-living,sludge,freshwater,wastewater
mgm4491568,wastewater treatment plant,water,wastewater|sludge,NA,Merged_10_ST07-7,Full-scale activated sludge metagenomes of Shatin WWTP,metagenome,WGS,NA,Hong Kong,22.3964,114.1095,aquatic biome,mgp439,free-living,sludge,freshwater,wastewater
mgm4494854,wastewater treatment plant,activated sludge,wastewater|sludge,NA,M8_META,Metagenomics data,metagenome,WGS,NA,China,34.08,115.29,aquatic biome,mgp50938004,free-living,sludge,freshwater,wastewater
mgm4494855,wastewater treatment plant,activated sludge,wastewater|sludge,NA,M9_META,Metagenomics data,metagenome,WGS,NA,China,34.08,115.29,aquatic biome,mgp50938004,free-living,sludge,freshwater,wastewater
mgm4494863,wastewater treatment plant,activated sludge,wastewater|sludge,NA,M10_META,Metagenomics data,metagenome,WGS,NA,China,33.44,114.9,aquatic biome,mgp50938004,free-living,sludge,freshwater,wastewater
mgm4494888,wastewater treatment plant,activated sludge,wastewater|sludge,NA,M11_META,Metagenomics data,metagenome,WGS,NA,China,33.44,114.9,aquatic biome,mgp50938004,free-living,sludge,freshwater,wastewater
mgm4511199,wastewater treatment plant,waste water,wastewater|sludge,NA,Chem_AS_1,HKULG209_1,metagenome,WGS,asia,China,31.01,121.41,aquatic biome,mgp3218,free-living,sludge,freshwater,wastewater
mgm4511200,wastewater treatment plant,waste water,wastewater|sludge,NA,Chem_AS_2,HKULG209_1,metagenome,WGS,asia,China,31.01,121.41,aquatic biome,mgp3218,free-living,sludge,freshwater,wastewater
mgm4511201,wastewater treatment plant,waste water,wastewater|sludge,NA,Chem_AS_3,HKULG209_1,metagenome,WGS,asia,China,31.01,121.41,aquatic biome,mgp3218,free-living,sludge,freshwater,wastewater
mgm4511202,wastewater treatment plant,waste water,wastewater|sludge,NA,Chem_AS_4,HKULG209_1,metagenome,WGS,asia,China,31.01,121.41,aquatic biome,mgp3218,free-living,sludge,freshwater,wastewater
mgm4521534,microbial feature,sludge,wastewater|sludge,NA,HIT-1302.L170_SZABPI024475-84_1,anaerobic-anoxic sludge community,metagenome,WGS,NA,China,22,114,aquatic biome,mgp4364,free-living,sludge,freshwater,wastewater
mgm4522552,microbial feature,sludge,wastewater|sludge,NA,HITSZ1,anaerobic-anoxic sludge community,metagenome,WGS,NA,China,22,114,aquatic biome,mgp4364,free-living,sludge,freshwater,wastewater
mgm4524971,microbial feature,sludge,wastewater|sludge,NA,cb160,anaerobic-anoxic sludge community,metagenome,WGS,NA,China,22,114,aquatic biome,mgp4364,free-living,sludge,freshwater,wastewater
mgm4537904,wastewater treatment plant,waste water,wastewater|sludge,NA,LAD_STAS_Contigs,LAD_Plasmid,metagenome,WGS,asia,Hong Kong,22.28,114.14,aquatic biome,mgp6217,free-living,sludge,freshwater,wastewater
mgm4537905,wastewater treatment plant,waste water,wastewater|sludge,NA,LAD_STAS_Reads,LAD_Plasmid,metagenome,WGS,asia,Hong Kong,22.28,114.14,aquatic biome,mgp6217,free-living,sludge,freshwater,wastewater
mgm4537906,wastewater treatment plant,waste water,wastewater|sludge,NA,LAD_STDS_Contigs,LAD_Plasmid,metagenome,WGS,asia,Hong Kong,22.28,114.14,aquatic biome,mgp6217,free-living,sludge,freshwater,wastewater
mgm4537907,wastewater treatment plant,waste water,wastewater|sludge,NA,LAD_STDS_Reads,LAD_Plasmid,metagenome,WGS,asia,Hong Kong,22.28,114.14,aquatic biome,mgp6217,free-living,sludge,freshwater,wastewater
mgm4537908,wastewater treatment plant,waste water,wastewater|sludge,NA,LAD_STIN_Contigs,LAD_Plasmid,metagenome,WGS,asia,Hong Kong,22.28,114.14,aquatic biome,mgp6217,free-living,sludge,freshwater,wastewater
mgm4537909,wastewater treatment plant,waste water,wastewater|sludge,NA,LAD_STIN_Reads,LAD_Plasmid,metagenome,WGS,asia,Hong Kong,22.28,114.14,aquatic biome,mgp6217,free-living,sludge,freshwater,wastewater
mgm4537910,wastewater treatment plant,waste water,wastewater|sludge,NA,LAD_SWHAS_Contigs,LAD_Plasmid,metagenome,WGS,asia,Hong Kong,22.28,114.14,aquatic biome,mgp6217,free-living,sludge,freshwater,wastewater
mgm4537911,wastewater treatment plant,waste water,wastewater|sludge,NA,LAD_SWHAS_Reads,LAD_Plasmid,metagenome,WGS,asia,Hong Kong,22.28,114.14,aquatic biome,mgp6217,free-living,sludge,freshwater,wastewater
mgm4537912,wastewater treatment plant,waste water,wastewater|sludge,NA,LAD_SWHDS_Contigs,LAD_Plasmid,metagenome,WGS,asia,Hong Kong,22.28,114.14,aquatic biome,mgp6217,free-living,sludge,freshwater,wastewater
mgm4537913,wastewater treatment plant,waste water,wastewater|sludge,NA,LAD_SWHDS_Reads,LAD_Plasmid,metagenome,WGS,asia,Hong Kong,22.28,114.14,aquatic biome,mgp6217,free-living,sludge,freshwater,wastewater
mgm4537914,wastewater treatment plant,waste water,wastewater|sludge,NA,LAD_SWHIN_Contigs,LAD_Plasmid,metagenome,WGS,asia,Hong Kong,22.28,114.14,aquatic biome,mgp6217,free-living,sludge,freshwater,wastewater
