samples,feature,material,env.package,metagenome_taxonomy,sample_name,project_name,investigation_type,sequence_type,continent,country,latitude,longitude,raw_biome,project_id,life_style,habitat,biosphere,ecosystem
mgm4450123,peat soil,peat soil,soil,NA,S2b_metagenome,Organic carbon transformations in high-Arctic peat soils: key functions and microorganisms,metagenome,WGS,NA,Norway,80.5925,13.6101833333333,Tundra biome,mgp4192,free-living,peat_soil,terrestrial,soil
mgm4450124,peat soil,peat soil,soil,NA,S2a_metagenome,Organic carbon transformations in high-Arctic peat soils: key functions and microorganisms,metagenome,WGS,NA,Norway,80.5925,13.6101833333333,Tundra biome,mgp4192,free-living,peat_soil,terrestrial,soil
mgm4450125,peat soil,peat soil,soil,NA,K1a_metagenome,Organic carbon transformations in high-Arctic peat soils: key functions and microorganisms,metagenome,WGS,NA,Norway,80.6090666666667,13.48425,Tundra biome,mgp4192,free-living,peat_soil,terrestrial,soil
mgm4450126,peat soil,peat soil,soil,NA,K1b_metagenome,Organic carbon transformations in high-Arctic peat soils: key functions and microorganisms,metagenome,WGS,NA,Norway,80.6090666666667,13.48425,Tundra biome,mgp4192,free-living,peat_soil,terrestrial,soil
mgm4450127,peat soil,peat soil,soil,NA,K1c_metagenome,Organic carbon transformations in high-Arctic peat soils: key functions and microorganisms,metagenome,WGS,NA,Norway,80.6090666666667,13.48425,Tundra biome,mgp4192,free-living,peat_soil,terrestrial,soil
mgm4469340,permafrost,soil,soil,NA,B4_DNA_1311.4.1306,Permafrost_thaw,metagenome,WGS,NA,USA,64.677812,-157.833252,Tundra biome,mgp11953,free-living,permafrost,terrestrial,soil
mgm4469538,permafrost,soil,soil,NA,P1_DNA_1141.5.1206ONE,Permafrost_thaw,metagenome,WGS,NA,USA,64.677812,-157.833252,Tundra biome,mgp11953,free-living,permafrost,terrestrial,soil
mgm4469540,permafrost,soil,soil,NA,P1_DNA_1141.4.1206ONE,Permafrost_thaw,metagenome,WGS,NA,USA,64.677812,-157.833252,Tundra biome,mgp11953,free-living,permafrost,terrestrial,soil
mgm4470009,permafrost,soil,soil,NA,P3_DNA_1141.7.1206ONE,Permafrost_thaw,metagenome,WGS,NA,USA,64.677812,-157.833252,Tundra biome,mgp11953,free-living,permafrost,terrestrial,soil
mgm4470010,permafrost,soil,soil,NA,P3_DNA_1141.6.1206ONE,Permafrost_thaw,metagenome,WGS,NA,USA,64.677812,-157.833252,Tundra biome,mgp11953,free-living,permafrost,terrestrial,soil
