"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","biosphere","ecosystem"
"mgm4767711","organic feature","feces","microbial mat|biofilm",NA,"output_reverse_paired.fq","Meta_Dou_test_Sam1","metagenome","WGS",NA,"USA",32,44,"biome","mgp82562","host-associated","animal_feces","terrestrial","animal_host-associated"
"mgm4767712","organic feature","feces","microbial mat|biofilm",NA,"output_forward_paired.fq","Meta_Dou_test_Sam1","metagenome","WGS",NA,"USA",32,44,"biome","mgp82562","host-associated","animal_feces","terrestrial","animal_host-associated"
"mgm4767713","organic feature","feces","microbial mat|biofilm",NA,"CHMI_1892-46894044.fa","Meta_Dou_test_Sam1","metagenome","WGS",NA,"USA",32,44,"biome","mgp82562","host-associated","animal_feces","terrestrial","animal_host-associated"
"mgm4772356","microbial feature","pig manure","miscellaneous",NA,"X001","LI_CBNU","metagenome","WGS",NA,"South Korea",35,126,"biome","mgp83048","host-associated","animal_manure","terrestrial","animal_host-associated"
"mgm4777329","organic feature","feces","microbial mat|biofilm","microbial mat","CHMI_2634","Distribution of AR genes in CompostingRun4","metagenome","WGS",NA,"USA",32,44,"biome","mgp83664","host-associated","animal_feces","terrestrial","animal_host-associated"
"mgm4777330","organic feature","feces","microbial mat|biofilm","microbial mat","CHMI_2636","Distribution of AR genes in CompostingRun4","metagenome","WGS",NA,"USA",32,44,"biome","mgp83664","host-associated","animal_feces","terrestrial","animal_host-associated"
"mgm4777331","organic feature","feces","microbial mat|biofilm","microbial mat","CHMI_2648","Distribution of AR genes in CompostingRun4","metagenome","WGS",NA,"USA",32,44,"biome","mgp83664","host-associated","animal_feces","terrestrial","animal_host-associated"
"mgm4777332","organic feature","feces","microbial mat|biofilm","microbial mat","CHMI_2642","Distribution of AR genes in CompostingRun4","metagenome","WGS",NA,"USA",32,44,"biome","mgp83664","host-associated","animal_feces","terrestrial","animal_host-associated"
"mgm4777333","organic feature","feces","microbial mat|biofilm","microbial mat","CHMI_2645","Distribution of AR genes in CompostingRun4","metagenome","WGS",NA,"USA",32,44,"biome","mgp83664","host-associated","animal_feces","terrestrial","animal_host-associated"
"mgm4777334","organic feature","feces","microbial mat|biofilm","microbial mat","CHMI_2635","Distribution of AR genes in CompostingRun4","metagenome","WGS",NA,"USA",32,44,"biome","mgp83664","host-associated","animal_feces","terrestrial","animal_host-associated"
"mgm4777335","organic feature","feces","microbial mat|biofilm","microbial mat","CHMI_2644","Distribution of AR genes in CompostingRun4","metagenome","WGS",NA,"USA",32,44,"biome","mgp83664","host-associated","animal_feces","terrestrial","animal_host-associated"
"mgm4777336","organic feature","feces","microbial mat|biofilm","microbial mat","CHMI_2647","Distribution of AR genes in CompostingRun4","metagenome","WGS",NA,"USA",32,44,"biome","mgp83664","host-associated","animal_feces","terrestrial","animal_host-associated"
"mgm4777337","organic feature","feces","microbial mat|biofilm","microbial mat","CHMI_2646","Distribution of AR genes in CompostingRun4","metagenome","WGS",NA,"USA",32,44,"biome","mgp83664","host-associated","animal_feces","terrestrial","animal_host-associated"
"mgm4777338","organic feature","feces","microbial mat|biofilm","microbial mat","CHMI_2643","Distribution of AR genes in CompostingRun4","metagenome","WGS",NA,"USA",32,44,"biome","mgp83664","host-associated","animal_feces","terrestrial","animal_host-associated"
"mgm4777339","organic feature","feces","microbial mat|biofilm","microbial mat","CHMI_2641","Distribution of AR genes in CompostingRun4","metagenome","WGS",NA,"USA",32,44,"biome","mgp83664","host-associated","animal_feces","terrestrial","animal_host-associated"
"mgm4777340","organic feature","feces","microbial mat|biofilm","microbial mat","CHMI_2638","Distribution of AR genes in CompostingRun4","metagenome","WGS",NA,"USA",32,44,"biome","mgp83664","host-associated","animal_feces","terrestrial","animal_host-associated"
"mgm4777341","organic feature","feces","microbial mat|biofilm","microbial mat","CHMI_2649","Distribution of AR genes in CompostingRun4","metagenome","WGS",NA,"USA",32,44,"biome","mgp83664","host-associated","animal_feces","terrestrial","animal_host-associated"
"mgm4777342","organic feature","feces","microbial mat|biofilm","microbial mat","CHMI_2639","Distribution of AR genes in CompostingRun4","metagenome","WGS",NA,"USA",32,44,"biome","mgp83664","host-associated","animal_feces","terrestrial","animal_host-associated"
"mgm4777343","organic feature","feces","microbial mat|biofilm","microbial mat","CHMI_2637","Distribution of AR genes in CompostingRun4","metagenome","WGS",NA,"USA",32,44,"biome","mgp83664","host-associated","animal_feces","terrestrial","animal_host-associated"
"mgm4777344","organic feature","feces","microbial mat|biofilm","microbial mat","CHMI_2640","Distribution of AR genes in CompostingRun4","metagenome","WGS",NA,"USA",32,44,"biome","mgp83664","host-associated","animal_feces","terrestrial","animal_host-associated"
"mgm4777345","organic feature","feces","microbial mat|biofilm","microbial mat","CHMI_2650","Distribution of AR genes in CompostingRun4","metagenome","WGS",NA,"USA",32,44,"biome","mgp83664","host-associated","animal_feces","terrestrial","animal_host-associated"
"mgm4777346","organic feature","feces","microbial mat|biofilm","microbial mat","CHMI_2651","Distribution of AR genes in CompostingRun4","metagenome","WGS",NA,"USA",32,44,"biome","mgp83664","host-associated","animal_feces","terrestrial","animal_host-associated"
